word	happiness_rank	happiness_average	happiness_standard_deviation	twitter_rank	google_rank	nyt_rank	lyrics_rank
borrow	8381.0	4.66	1.5729	4792.0			3845.0
drip	8382.0	4.66	1.394				2770.0
forms	8383.0	4.66	1.3342		530.0	3035.0	
freakin	8384.0	4.66	1.8584	2584.0			
ga	8385.0	4.66	0.8715	1079.0		3765.0	1210.0
hole	8386.0	4.66	0.9607	2229.0	3069.0	3143.0	884.0
if	8387.0	4.66	0.8947	43.0	43.0	57.0	37.0
inquiry	8388.0	4.66	1.3793		3153.0	2779.0	
islamic	8389.0	4.66	1.5201			3104.0	
iz	8390.0	4.66	1.1886	3259.0			
minor	8391.0	4.66	1.2554	4297.0	2082.0	2175.0	
nach	8392.0	4.66	1.2875	4207.0			2702.0
nuttin	8393.0	4.66	1.3793				2485.0
odd	8394.0	4.66	1.6489	1387.0	4330.0		
pile	8395.0	4.66	0.8947	4848.0			3824.0
punk	8396.0	4.66	1.5201	3147.0			1285.0
quisiera	8397.0	4.66	1.4086				3732.0
ruff	8398.0	4.66	1.6239				3223.0
seu	8399.0	4.66	1.1537	3619.0			
shorty	8400.0	4.66	1.4654	3628.0			1348.0
strung	8401.0	4.66	1.3342				4276.0
ter	8402.0	4.66	0.9392	4057.0			
theres	8403.0	4.66	1.239	1820.0			1369.0
tua	8404.0	4.66	1.1359				4367.0
um	8405.0	4.66	0.9172	580.0			1198.0
v	8406.0	4.66	1.3032	1109.0	358.0	1401.0	3095.0
wanting	8407.0	4.66	1.4792	2184.0	4905.0		1609.0
yeltsin	8408.0	4.66	1.0616			4240.0	
yur	8409.0	4.66	1.3342	3683.0			
indirect	8410.0	4.65	1.3927		4145.0		
rappin	8411.0	4.65	1.91				3710.0
raps	8412.0	4.65	1.7387				3192.0
stripped	8413.0	4.65	1.9317				4538.0
tire	8414.0	4.65	1.4938				4992.0
undone	8415.0	4.65	1.2341				2380.0
wolves	8416.0	4.65	2.2781				3835.0
mek	8417.0	4.65	0.8377				2862.0
#ff	8418.0	4.64	1.3667				
b3	8419.0	4.64	0.9848				
crazy	8420.0	4.64	2.2566	383.0		4761.0	312.0
dry	8421.0	4.64	1.2578	2000.0	1565.0	3464.0	908.0
euch	8422.0	4.64	1.1911				3599.0
f	8423.0	4.64	1.4675	970.0	482.0	338.0	2430.0
freak	8424.0	4.64	1.9247	2706.0			944.0
freaky	8425.0	4.64	1.9458				1958.0
fucking	8426.0	4.64	2.926	448.0			620.0
fuera	8427.0	4.64	1.1563				4686.0
ganz	8428.0	4.64	1.3211				3554.0
government	8429.0	4.64	1.6383	1675.0	157.0	161.0	2708.0
heb	8430.0	4.64	0.9424	4317.0			1905.0
hv	8431.0	4.64	1.1386	4147.0			
ini	8432.0	4.64	1.1205	2469.0			
kijk	8433.0	4.64	1.2578				4783.0
lbs	8434.0	4.64	1.1021	4389.0			
left	8435.0	4.64	1.4394	360.0	205.0	292.0	183.0
lust	8436.0	4.64	2.038	3998.0			1596.0
muslim	8437.0	4.64	1.6995		3734.0	3274.0	
nj	8438.0	4.64	1.0835	3244.0		229.0	
po	8439.0	4.64	1.3056	4231.0		3242.0	4273.0
pretend	8440.0	4.64	1.2739	3680.0			936.0
que	8441.0	4.64	1.3962	194.0	2340.0		118.0
slit	8442.0	4.64	1.5086				4608.0
soviet	8443.0	4.64	1.3365		1173.0	669.0	
un	8444.0	4.64	0.7217	540.0	1841.0	3819.0	267.0
yer	8445.0	4.64	1.1205	4507.0			3001.0
compton	8446.0	4.63	1.4244				4051.0
fragments	8447.0	4.63	1.5505		4081.0		
geht	8448.0	4.63	1.318				3405.0
stares	8449.0	4.63	1.4957				4300.0
stiff	8450.0	4.63	1.6795				4629.0
wasn	8451.0	4.63	1.2697		1911.0		
zij	8452.0	4.63	1.4676				4616.0
#mm	8453.0	4.62	1.4553				
**municipal	8454.0	4.62	1.3536				
@joejonas	8455.0	4.62	1.427				
@nickjonas	8456.0	4.62	1.5635				
altijd	8457.0	4.62	1.3231				3558.0
bull	8458.0	4.62	1.3076	2349.0	3840.0		3767.0
bureau	8459.0	4.62	1.2919		3060.0	1502.0	
dick	8460.0	4.62	1.783	1510.0		3171.0	713.0
diet	8461.0	4.62	1.7248	1620.0	3018.0		
gasoline	8462.0	4.62	1.4553			3887.0	4189.0
gov	8463.0	4.62	1.4968	3747.0		1756.0	
governments	8464.0	4.62	1.701		2163.0	2615.0	
gray	8465.0	4.62	1.3384	4307.0	2640.0	2598.0	1904.0
holes	8466.0	4.62	0.9666		4410.0	4300.0	2106.0
holler	8467.0	4.62	1.427				3255.0
lease	8468.0	4.62	1.2599			3962.0	
lebanon	8469.0	4.62	1.3536			3322.0	
noone	8470.0	4.62	1.3981				4700.0
ol'	8471.0	4.62	1.6022				
out	8472.0	4.62	1.0476	36.0	68.0	68.0	38.0
palestinian	8473.0	4.62	1.6022			1850.0	
past	8474.0	4.62	1.6022	704.0	484.0	464.0	465.0
peasants	8475.0	4.62	1.6149		4194.0		
pigs	8476.0	4.62	2.0293				4215.0
pressed	8477.0	4.62	1.3076		3732.0		4855.0
serbs	8478.0	4.62	1.3686			4166.0	
short-term	8479.0	4.62	1.3076				
wid	8480.0	4.62	1.0669	4820.0			3432.0
year-ago	8481.0	4.62	1.4553				
atomic	8482.0	4.61	1.789		4271.0		
daze	8483.0	4.61	1.4407				4370.0
feds	8484.0	4.61	2.1967				3721.0
ib	8485.0	4.61	1.3967		4677.0		
jij	8486.0	4.61	1.1331				1742.0
inspection	8487.0	4.61	1.5506		4128.0		
dit	8488.0	4.6	1.2839				1790.0
76th	8489.0	4.6	1.088				
bind	8490.0	4.6	1.7843				4155.0
bound	8491.0	4.6	1.3553	3416.0	1432.0	4393.0	1061.0
bruh	8492.0	4.6	1.1952	4610.0			
commercial	8493.0	4.6	1.6162	1537.0	1397.0	1072.0	
dar	8494.0	4.6	1.2122	4680.0			3175.0
differences	8495.0	4.6	1.3997		913.0	3139.0	
fiscal	8496.0	4.6	1.3553		4856.0	1479.0	
flames	8497.0	4.6	1.8736				1458.0
half	8498.0	4.6	1.0102	524.0	353.0	547.0	593.0
ik	8499.0	4.6	0.9476	1297.0			331.0
jg	8500.0	4.6	1.069	4304.0			
later	8501.0	4.6	1.3553	477.0	239.0	352.0	929.0
lemme	8502.0	4.6	1.1249	3875.0			2427.0
li	8503.0	4.6	1.1606	4857.0	4241.0	819.0	3032.0
little	8504.0	4.6	1.3401	178.0	133.0	266.0	104.0
mal	8505.0	4.6	1.3702	1765.0			1570.0
nme	8506.0	4.6	0.7825	4477.0			
nunca	8507.0	4.6	1.0302	4773.0			1492.0
obligation	8508.0	4.6	1.4142		3694.0	4242.0	
pretax	8509.0	4.6	1.4569			2570.0	
q	8510.0	4.6	0.9689	706.0	2453.0	1983.0	3082.0
recall	8511.0	4.6	2.2768	4770.0	3177.0	4105.0	1950.0
sack	8512.0	4.6	1.4983				2499.0
shawty	8513.0	4.6	1.7496				3202.0
sticky	8514.0	4.6	1.3248				3292.0
tight	8515.0	4.6	1.2454	1936.0	4655.0	3595.0	511.0
trigger	8516.0	4.6	1.9483				2253.0
under	8517.0	4.6	1.3093	558.0	113.0	171.0	396.0
used	8518.0	4.6	1.4846	425.0	123.0	309.0	296.0
vs	8519.0	4.6	0.833	621.0	3805.0		
was	8520.0	4.6	0.8081	27.0	12.0	14.0	39.0
bark	8521.0	4.59	1.8475				4245.0
disguise	8522.0	4.59	1.3832				1766.0
gots	8523.0	4.59	1.4849				2280.0
och	8524.0	4.59	1.0977				3633.0
seldom	8525.0	4.59	1.5187		3249.0		
dir	8526.0	4.58	0.9416				1395.0
tarde	8527.0	4.58	1.4267				4373.0
@revrunwisdom	8528.0	4.58	1.3566				
aan	8529.0	4.58	1.3415	3780.0			1628.0
als	8530.0	4.58	1.0897	2505.0			838.0
although	8531.0	4.58	1.3262	1494.0	237.0	542.0	1646.0
bgt	8532.0	4.58	1.2469	3580.0			
busy	8533.0	4.58	1.8305	674.0	3414.0	3909.0	1504.0
c-includes	8534.0	4.58	1.2792				
cit	8535.0	4.58	1.2137		4662.0		
congressional	8536.0	4.58	1.7507			1611.0	
differ	8537.0	4.58	1.3415		2971.0		
emo	8538.0	4.58	1.3864	4603.0			
excuse	8539.0	4.58	1.5265	1328.0	4683.0		1892.0
fighter	8540.0	4.58	1.6548	3961.0			
gtgt	8541.0	4.58	1.4441	2931.0			
gunna	8542.0	4.58	1.1968	2506.0			4178.0
hazy	8543.0	4.58	1.4859				4839.0
hit	8544.0	4.58	1.808	218.0	2768.0	881.0	276.0
insisted	8545.0	4.58	1.3415		3655.0	2919.0	
inspector	8546.0	4.58	1.3107			4477.0	
institution	8547.0	4.58	1.5791		2021.0	2409.0	
jigga	8548.0	4.58	1.3716				4870.0
jurors	8549.0	4.58	1.401			4308.0	
kom	8550.0	4.58	1.2137				2806.0
lls	8551.0	4.58	1.4299	3884.0			
lock	8552.0	4.58	1.012	3205.0			1180.0
police	8553.0	4.58	1.8526	1009.0	1258.0	212.0	1354.0
radical	8554.0	4.58	1.6174		2553.0	4717.0	
saudi	8555.0	4.58	1.4299			3179.0	
senator	8556.0	4.58	1.4299		4492.0	612.0	
stops	8557.0	4.58	1.2137	3487.0		4424.0	2035.0
whatever	8558.0	4.58	0.9916	1091.0	943.0	1668.0	606.0
durch	8559.0	4.57	1.472				3692.0
unreal	8560.0	4.57	1.6708				4606.0
zal	8561.0	4.57	1.1902				3360.0
dose	8562.0	4.56	1.5004		3020.0		
uit	8563.0	4.56	1.3824				2589.0
#idothat2	8564.0	4.56	1.6922				
-p	8565.0	4.56	1.2149				
@jordanknight	8566.0	4.56	1.3118				
ads	8567.0	4.56	1.8424	1848.0		3357.0	
anymore	8568.0	4.56	1.1634	862.0		4890.0	531.0
auf	8569.0	4.56	1.1457	1760.0			1149.0
blade	8570.0	4.56	1.6183				2723.0
blues	8571.0	4.56	1.9811	2772.0		3400.0	768.0
bout	8572.0	4.56	1.3273	410.0			566.0
boxing	8573.0	4.56	1.8534	4456.0		1889.0	
broker	8574.0	4.56	1.567			4053.0	
bust	8575.0	4.56	1.6433	3994.0			806.0
crunk	8576.0	4.56	1.728				2960.0
gon	8577.0	4.56	1.198	1858.0			1093.0
grey	8578.0	4.56	1.6433	2959.0	3632.0		1385.0
hoe	8579.0	4.56	1.198	2667.0			925.0
kuwait	8580.0	4.56	1.6801			4672.0	
merely	8581.0	4.56	1.1457		914.0	3328.0	
outta	8582.0	4.56	1.1278	1338.0			818.0
queda	8583.0	4.56	1.1457				4111.0
seh	8584.0	4.56	1.5005				2785.0
stoned	8585.0	4.56	2.2054				3112.0
w/o	8586.0	4.56	1.2961				
yg	8587.0	4.56	1.0529	1394.0			
separately	8588.0	4.55	1.5147		4783.0		
uhh	8589.0	4.55	1.2427				1190.0
gaat	8590.0	4.55	1.2912				3189.0
appendix	8591.0	4.54	1.237		2739.0		
#epicpetwars	8592.0	4.54	1.1988				
#formspringme	8593.0	4.54	1.2324				
#shoutout	8594.0	4.54	1.7168				
arbitrary	8595.0	4.54	1.5012		4425.0		
axe	8596.0	4.54	1.8649				4399.0
beneath	8597.0	4.54	1.1287		2433.0	4768.0	1099.0
bit	8598.0	4.54	1.1287	382.0	1663.0	1399.0	558.0
blocks	8599.0	4.54	1.4172		3692.0	3767.0	2717.0
bom	8600.0	4.54	1.4598	2411.0			3667.0
caused	8601.0	4.54	0.9082	3977.0	1082.0	1753.0	3283.0
command	8602.0	4.54	1.5806		1136.0	3431.0	2541.0
conn	8603.0	4.54	1.4316			811.0	
conservative	8604.0	4.54	1.9505		2940.0	1853.0	
depois	8605.0	4.54	1.3433	4272.0			
eh	8606.0	4.54	1.1988	1167.0			1907.0
er	8607.0	4.54	1.1104	1414.0	3374.0		778.0
gah	8608.0	4.54	1.3734	3571.0			
gut	8609.0	4.54	1.073	4010.0			2807.0
hw	8610.0	4.54	1.1817	3110.0			
ima	8611.0	4.54	1.2324	926.0			2216.0
institutional	8612.0	4.54	1.94		3516.0	4270.0	
iv	8613.0	4.54	1.6686	4064.0	1179.0		
ludacris	8614.0	4.54	1.7521				4183.0
narrow	8615.0	4.54	0.9941		1931.0	4246.0	4311.0
oder	8616.0	4.54	1.2651	4513.0			3524.0
pending	8617.0	4.54	1.2651			3288.0	
pirate	8618.0	4.54	2.2058	4343.0			
prolly	8619.0	4.54	1.1988	2914.0			
regulation	8620.0	4.54	1.4598		2428.0	4022.0	
rs	8621.0	4.54	1.4737	4099.0	3704.0		
senators	8622.0	4.54	1.7286			3032.0	
sheesh	8623.0	4.54	1.5147	4626.0			
terms	8624.0	4.54	1.0539	4213.0	398.0	959.0	
twisting	8625.0	4.54	1.4028				4087.0
urged	8626.0	4.54	1.2969		3804.0	2860.0	
chains	8627.0	4.53	1.769		4951.0		1325.0
chloride	8628.0	4.53	1.5425		4995.0		
waits	8629.0	4.53	1.2433				2289.0
6am	8630.0	4.52	1.6689				
blew	8631.0	4.52	1.4741	4251.0			1794.0
clique	8632.0	4.52	1.9085				3336.0
crucial	8633.0	4.52	1.5418		3533.0	3218.0	
dependent	8634.0	4.52	1.6066		1730.0		
former	8635.0	4.52	1.432	1845.0	758.0	151.0	
gak	8636.0	4.52	1.3285	3646.0			
hadn	8637.0	4.52	1.1471		3984.0		
investigations	8638.0	4.52	1.2974		4161.0	4161.0	
leave	8639.0	4.52	1.3285	457.0	699.0	916.0	162.0
muss	8640.0	4.52	1.0736	4859.0			
omfg	8641.0	4.52	2.0726	3150.0			
previously	8642.0	4.52	1.3285		1658.0	1460.0	
rule	8643.0	4.52	1.5285	2180.0	660.0	1518.0	1126.0
shud	8644.0	4.52	1.1993	4254.0			
small	8645.0	4.52	1.3589	658.0	178.0	441.0	785.0
und	8646.0	4.52	1.1471	953.0	1771.0		428.0
utterly	8647.0	4.52	1.7052		4821.0		
weight	8648.0	4.52	1.555	1166.0	906.0	2959.0	1296.0
cocked	8649.0	4.51	1.6971				4661.0
daar	8650.0	4.51	1.3559				3179.0
pill	8651.0	4.51	1.6473				3102.0
@iamdiddy	8652.0	4.5	1.8979				
ages	8653.0	4.5	1.4604	2652.0	2043.0	3408.0	3456.0
arab	8654.0	4.5	1.594		3317.0	2540.0	
corporations	8655.0	4.5	1.6194		4046.0	3851.0	
disposed	8656.0	4.5	1.7291		4709.0		
distance	8657.0	4.5	1.3132	4115.0	845.0	3467.0	1323.0
dong	8658.0	4.5	1.3887	4168.0			3959.0
few	8659.0	4.5	0.8864	361.0	193.0	335.0	804.0
govt	8660.0	4.5	1.8654	4197.0			
nah	8661.0	4.5	1.1294	1396.0			1017.0
outst	8662.0	4.5	1.1473			4573.0	
palestinians	8663.0	4.5	1.1995			2620.0	
prob	8664.0	4.5	1.1112	2383.0			
randomly	8665.0	4.5	1.1294	4512.0			
regulatory	8666.0	4.5	1.488			3987.0	
reverse	8667.0	4.5	1.1112		3696.0	4763.0	4624.0
sangre	8668.0	4.5	1.233				4941.0
temporary	8669.0	4.5	1.3439		2946.0	3528.0	
goo	8670.0	4.49	1.5859				4389.0
couldn	8671.0	4.49	1.7335		1986.0		
army	8672.0	4.48	2.0126	1529.0	593.0	795.0	2296.0
blow	8673.0	4.48	1.7407	1811.0	3411.0	4395.0	495.0
bs	8674.0	4.48	1.3285	2886.0			
despite	8675.0	4.48	1.3438	2109.0	1307.0	933.0	3738.0
dunno	8676.0	4.48	1.2974	2353.0			
elections	8677.0	4.48	1.5285		3347.0	1487.0	
essays	8678.0	4.48	1.787		3421.0	4889.0	
grabbed	8679.0	4.48	1.7052				3123.0
heck	8680.0	4.48	1.3886	2603.0			
hidden	8681.0	4.48	1.432	4108.0	3094.0	4714.0	1934.0
issue	8682.0	4.48	1.4032	1607.0	812.0	470.0	
lehman	8683.0	4.48	1.313			3376.0	
ms	8684.0	4.48	1.555	1913.0	2694.0	107.0	4498.0
negroes	8685.0	4.48	2.0428		4626.0		
nuthin	8686.0	4.48	1.4741				4990.0
snoop	8687.0	4.48	1.7984				1511.0
y	8688.0	4.48	1.1648	298.0	1016.0	2053.0	165.0
ashes	8689.0	4.47	1.959				1802.0
commanded	8690.0	4.47	1.5956		4406.0		
nerves	8691.0	4.47	1.6968		4371.0		3938.0
spill	8692.0	4.47	1.6845				3094.0
craving	8693.0	4.46	1.4598	3192.0			
crowds	8694.0	4.46	1.8975				4403.0
gats	8695.0	4.46	1.6686				3481.0
hammer	8696.0	4.46	1.5414	3152.0			2167.0
isn't	8697.0	4.46	1.073				
kicks	8698.0	4.46	1.5677	3770.0			2573.0
lecture	8699.0	4.46	1.4316	4988.0	4470.0		
neither	8700.0	4.46	1.2811	3036.0	811.0	1695.0	3074.0
ol	8701.0	4.46	1.3433	3505.0			4902.0
plastic	8702.0	4.46	1.2811	2620.0	4000.0	3193.0	2078.0
politics	8703.0	4.46	1.7637	2753.0	1033.0	977.0	4360.0
required	8704.0	4.46	1.3734	3768.0	490.0	1394.0	
rigid	8705.0	4.46	1.6062		4578.0		
rumble	8706.0	4.46	1.6563				4991.0
scarcely	8707.0	4.46	1.4028		2688.0		
short	8708.0	4.46	1.1466	759.0	425.0	747.0	1052.0
shorter	8709.0	4.46	1.1643		4810.0		
shy	8710.0	4.46	1.7404	3315.0			1762.0
skool	8711.0	4.46	1.7867	3087.0			
thrown	8712.0	4.46	1.1643	4816.0	2939.0	4715.0	2322.0
tossed	8713.0	4.46	1.4875				4144.0
tricky	8714.0	4.46	1.5806				4644.0
compelled	8715.0	4.45	1.2758		3772.0		
infantry	8716.0	4.45	2.0823		4857.0		
auch	8717.0	4.44	1.1457	2049.0			2265.0
bail	8718.0	4.44	1.7162			4820.0	3476.0
blank	8719.0	4.44	0.8369	4989.0			3771.0
bottom	8720.0	4.44	1.3273	2258.0	1641.0	2369.0	1250.0
busta	8721.0	4.44	1.3874				1641.0
cop	8722.0	4.44	1.6922	3145.0			1558.0
correction	8723.0	4.44	1.3118			2995.0	
court's	8724.0	4.44	1.3273				
errands	8725.0	4.44	1.5407	4527.0			
ew	8726.0	4.44	1.1095	3686.0			
gay	8727.0	4.44	2.1774	944.0	3610.0	1874.0	2273.0
gaza	8728.0	4.44	1.3874	4822.0		4076.0	
harder	8729.0	4.44	1.473	2587.0		3478.0	1143.0
haze	8730.0	4.44	1.5539				2814.0
liable	8731.0	4.44	1.7398		3922.0		
push	8732.0	4.44	1.473	2100.0	4394.0	2695.0	733.0
rag	8733.0	4.44	1.2643				3730.0
require	8734.0	4.44	1.3118		1273.0	1652.0	
tank	8735.0	4.44	1.6056	2249.0	4796.0	4829.0	3137.0
triste	8736.0	4.44	1.5928				4285.0
unusual	8737.0	4.44	1.4868		2987.0	2281.0	
wat	8738.0	4.44	1.3118	665.0			1040.0
weed	8739.0	4.44	2.1011	3544.0			1077.0
glocks	8740.0	4.44	1.5697				4679.0
longing	8741.0	4.43	1.6956				2177.0
removal	8742.0	4.43	1.472		2860.0		
-d	8743.0	4.42	1.1265				
behind	8744.0	4.42	1.2137	773.0	648.0	720.0	328.0
below	8745.0	4.42	1.2137	3080.0	649.0	1865.0	1196.0
boa	8746.0	4.42	1.7623	4114.0			
breaks	8747.0	4.42	1.8305	2745.0		4779.0	1487.0
commercials	8748.0	4.42	1.8745	3106.0		4634.0	
constraints	8749.0	4.42	1.5919		4442.0		
controlling	8750.0	4.42	2.0513		4504.0		
dum	8751.0	4.42	1.5265				2070.0
emotional	8752.0	4.42	1.7623	3550.0	2155.0	2861.0	3766.0
hides	8753.0	4.42	1.1082				3612.0
knocked	8754.0	4.42	1.1082	4071.0			2268.0
na	8755.0	4.42	0.9278	594.0	3919.0		288.0
nada	8756.0	4.42	1.1265	2032.0			1336.0
niet	8757.0	4.42	1.3864	2589.0			780.0
notwithstanding	8758.0	4.42	1.4441		4277.0		
recalled	8759.0	4.42	1.7154		4611.0	2127.0	
regulations	8760.0	4.42	1.295		2599.0	2148.0	
remains	8761.0	4.42	1.4441	4377.0	1038.0	1019.0	1798.0
republican	8762.0	4.42	1.9176	4226.0	3045.0	507.0	
sem	8763.0	4.42	1.2304	3478.0			
serious	8764.0	4.42	1.4581	561.0	1047.0	1045.0	1903.0
stumble	8765.0	4.42	1.5791				2980.0
treatment	8766.0	4.42	1.5398	3449.0	477.0	1354.0	
vietnam	8767.0	4.42	1.9804		4545.0	2451.0	
regime	8768.0	4.42	1.7964		2897.0		
#retweetthisif	8769.0	4.4	1.4428				
beats	8770.0	4.4	1.9272	2047.0			1159.0
brokers	8771.0	4.4	1.2936			4929.0	
controlled	8772.0	4.4	1.7613		2022.0	3645.0	
cus	8773.0	4.4	1.3997	3804.0			
desert	8774.0	4.4	1.8295	4516.0	3371.0	4871.0	1550.0
detroit	8775.0	4.4	1.3553	2671.0		1971.0	4125.0
fuk	8776.0	4.4	1.7728	4360.0			
glock	8777.0	4.4	1.8406				2214.0
hearings	8778.0	4.4	1.6537			2749.0	
lobbying	8779.0	4.4	1.5908			4602.0	
morir	8780.0	4.4	1.4142				4337.0
muero	8781.0	4.4	1.4142				4933.0
nicht	8782.0	4.4	1.1952	1597.0			782.0
opposite	8783.0	4.4	1.4142	4308.0	1529.0	4624.0	
shyt	8784.0	4.4	1.4286	2633.0			
tied	8785.0	4.4	1.3553	4482.0	3791.0	2536.0	1523.0
wouldn	8786.0	4.4	1.4428		2623.0		
dich	8787.0	4.4	1.1059				1110.0
#haiti	8788.0	4.38	1.9784				
3am	8789.0	4.38	1.2271				
authorities	8790.0	4.38	1.1586		1766.0	1431.0	
chills	8791.0	4.38	1.76				4489.0
competitors	8792.0	4.38	1.5635			4742.0	
economy	8793.0	4.38	1.6646	1824.0	1045.0	788.0	
effing	8794.0	4.38	1.3981	4874.0			
far	8795.0	4.38	1.817	442.0	211.0	388.0	234.0
frozen	8796.0	4.38	1.5372	2830.0			1935.0
mortality	8797.0	4.38	2.5546		3960.0		
plaintiff	8798.0	4.38	1.3981		4701.0		
prices	8799.0	4.38	1.6022	1897.0	1477.0	652.0	
rarely	8800.0	4.38	1.3686		2477.0	3609.0	
rebel	8801.0	4.38	1.6022			4825.0	2346.0
resistance	8802.0	4.38	1.6274		1217.0	4288.0	4545.0
slips	8803.0	4.38	1.4693				3426.0
tangled	8804.0	4.38	1.6022				3864.0
acids	8805.0	4.38	1.9529		3453.0		
naive	8806.0	4.37	1.9006				4969.0
querer	8807.0	4.37	1.4676				3841.0
shack	8808.0	4.36	1.4054				4271.0
@jonasbrothers	8809.0	4.36	1.7468				
billings	8810.0	4.36	1.3667			4515.0	
consequence	8811.0	4.36	1.3211		1827.0		
custody	8812.0	4.36	1.6995			4663.0	
dang	8813.0	4.36	1.4251	1964.0			4935.0
divided	8814.0	4.36	1.2739		1522.0	3950.0	4202.0
division	8815.0	4.36	1.2898		1087.0	689.0	
duh	8816.0	4.36	1.2415	3385.0			4733.0
end	8817.0	4.36	1.7351	356.0	198.0	254.0	196.0
grease	8818.0	4.36	1.3365				4884.0
hide	8819.0	4.36	1.4107	1708.0	4585.0		410.0
irregular	8820.0	4.36	1.5221		4828.0		
juvenile	8821.0	4.36	1.8818				4108.0
morn	8822.0	4.36	1.6258	4746.0			4917.0
needle	8823.0	4.36	1.8268				2758.0
operations	8824.0	4.36	1.77		1277.0	406.0	
pulling	8825.0	4.36	1.3962	3788.0			2293.0
reducing	8826.0	4.36	1.4813		3522.0	3712.0	
sharply	8827.0	4.36	1.6383			3007.0	
strange	8828.0	4.36	1.7468	1682.0	1654.0	3901.0	708.0
tease	8829.0	4.36	2.0875	4439.0			2648.0
burnin	8830.0	4.35	1.7319				4742.0
strictly	8831.0	4.35	1.7625		3559.0		4041.0
storms	8832.0	4.34	1.9812				3604.0
adios	8833.0	4.34	1.7215				4684.0
arent	8834.0	4.34	1.1359	4372.0			
blown	8835.0	4.34	1.394	4459.0			2021.0
burst	8836.0	4.34	1.996		4547.0		3075.0
congress	8837.0	4.34	1.7567	3199.0	891.0	468.0	
ditch	8838.0	4.34	1.5467				4667.0
droppin	8839.0	4.34	1.3644				4542.0
faded	8840.0	4.34	1.3188				2243.0
hiding	8841.0	4.34	1.2875	3846.0			1512.0
ho	8842.0	4.34	1.9337	2122.0			703.0
hurry	8843.0	4.34	1.5201	2370.0			1300.0
icy	8844.0	4.34	1.8473				4695.0
loud	8845.0	4.34	1.8802	1523.0	4165.0		789.0
replaced	8846.0	4.34	1.493		2678.0	2646.0	4654.0
ripping	8847.0	4.34	1.6113				4811.0
shook	8848.0	4.34	1.423		3871.0		2350.0
vampire	8849.0	4.34	2.1152	1408.0			
hesitate	8850.0	4.33	1.2481				2839.0
cease	8851.0	4.32	1.3768		4974.0		3429.0
communist	8852.0	4.32	1.7431		2335.0	2539.0	
eff	8853.0	4.32	1.5706	4782.0			
fbi	8854.0	4.32	1.4061			2944.0	
gop	8855.0	4.32	1.2196	3357.0			
howling	8856.0	4.32	1.8344				4575.0
hunt	8857.0	4.32	1.984	3267.0	4799.0	3437.0	3477.0
reduced	8858.0	4.32	1.5836		1169.0	1929.0	
scattered	8859.0	4.32	1.3468		3575.0		3937.0
separate	8860.0	4.32	1.5576		1110.0	1814.0	2767.0
slowly	8861.0	4.32	1.4348	1837.0	1685.0	3751.0	896.0
surgical	8862.0	4.32	2.0448		3970.0		
tripping	8863.0	4.32	1.8674				4065.0
waited	8864.0	4.32	1.6092		3836.0		1509.0
yikes	8865.0	4.32	1.6343	3654.0			
bias	8866.0	4.31	1.7278		4838.0		
blunt	8867.0	4.31	1.5181				2419.0
shaking	8868.0	4.31	1.7523				1962.0
din	8869.0	4.31	1.3261				3814.0
smack	8870.0	4.31	2.0021				2633.0
affected	8871.0	4.3	1.3887		1594.0	2561.0	
brokerage	8872.0	4.3	1.8323			3845.0	
drop	8873.0	4.3	1.1995	1067.0	2409.0	1906.0	510.0
formerly	8874.0	4.3	1.2495		3038.0	1190.0	
gore	8875.0	4.3	1.8654			2768.0	
guards	8876.0	4.3	1.7173			4440.0	
hadn't	8877.0	4.3	1.2164				
ich	8878.0	4.3	1.5811	945.0			365.0
iran	8879.0	4.3	1.632	3389.0		1919.0	
legislation	8880.0	4.3	1.5551		2227.0	1421.0	
monday	8881.0	4.3	1.8871	595.0		256.0	2060.0
muslims	8882.0	4.3	1.3887			4578.0	
naw	8883.0	4.3	1.165	2485.0			2753.0
pit	8884.0	4.3	1.0152	4076.0			3484.0
sneak	8885.0	4.3	1.5419	4061.0			3954.0
so-called	8886.0	4.3	1.2657				
sudden	8887.0	4.3	1.3132	3941.0	2461.0	4113.0	3036.0
sue	8888.0	4.3	2.1595			3375.0	3620.0
tick	8889.0	4.3	1.7053				2727.0
rowdy	8890.0	4.29	2.0417				4554.0
slippin	8891.0	4.29	1.713				4978.0
chased	8892.0	4.29	1.633				4493.0
divide	8893.0	4.29	1.4577		4524.0		3573.0
leavin	8894.0	4.29	1.4434				3104.0
mortal	8895.0	4.29	2.031				3507.0
rebellion	8896.0	4.29	1.6833		4461.0		
aged	8897.0	4.28	1.8521		3403.0		
aids	8898.0	4.28	2.3477	2983.0	3996.0	1197.0	
bieber	8899.0	4.28	1.011	1056.0			
fooling	8900.0	4.28	1.5124				3467.0
guerrillas	8901.0	4.28	2.0004			4855.0	
idk	8902.0	4.28	1.7028	1039.0			
il	8903.0	4.28	1.2784	2267.0	2660.0	4965.0	760.0
jury	8904.0	4.28	1.3407		4048.0	1455.0	
nor	8905.0	4.28	1.1959	3367.0	386.0	1588.0	2402.0
petroleum	8906.0	4.28	1.6293			3646.0	
pimpin	8907.0	4.28	2.1575				3313.0
rules	8908.0	4.28	1.2296	1727.0	927.0	962.0	1019.0
spider	8909.0	4.28	2.0004	3667.0			4891.0
swore	8910.0	4.28	1.5784				2904.0
taken	8911.0	4.28	1.4714	1184.0	265.0	595.0	920.0
